PassengerId,Survived,生存推論確率
1298,0,0.0
1299,0,0.0
1300,0,5.644235455930976e-18
1301,0,1.7729750605205225e-35
1302,0,4.836358128981227e-18
1303,0,0.0
1304,0,7.955222136081579e-100
1305,0,0.0
1306,0,0.0
1307,0,0.0
1308,0,0.0
1309,0,0.0
